6454977092,2160001835348,2160003229928,2160027805505,0,1,1,311,3,0,0,0
6454977094,2160001837752,2160003230058,2160059798068,1,1,100,311,2,0,0,0
6454977346,2160007503682,2160009330688,2160422720976,1,1,20,1060,6,0,0,0
6454977570,2160014816148,2160016423478,2160172146236,1,1,100,155,1,0,0,0
6454977651,2160015464661,2160017114782,2160037894085,0,1,1,10,8,0,0,0
6454976569,2160016459277,2160018696856,2160102334959,2,1,110,3182,52,0,0,0
6454977067,2160016464573,2160018696923,2160102335437,2,1,110,3182,52,0,0,0
6454977096,2160016467309,2160018696944,2160051683274,1,1,10,104,4,0,0,0
6454977135,2160016470052,2160018696956,2160035425017,1,1,10,207,4,0,0,0
6454977137,2160016473454,2160018696969,2160473346390,1,1,10,207,52,0,0,0
6454977247,2160016475778,2160018696981,2160071041639,1,1,20,265,4,0,0,0
6454977098,2160027805508,2160029317303,2160094862549,0,1,1,311,3,0,0,0
6454977483,2160033287800,2160035373772,2160074858694,1,1,50,750,5,0,0,0
6454977649,2160033290089,2160035373238,2160124643467,1,1,10,311,32,0,0,0
6454977741,2160033292973,2160035373278,2161089476016,0,1,100,1060,10,0,0,0
6454977820,2160033295386,2160035373295,2160116400586,2,1,110,3182,52,0,0,0
6454977845,2160033300102,2160035373344,2160545614137,1,1,50,1227,61,0,0,0
6454978207,2160033302674,2160035373375,2160210045834,2,1,110,3182,52,0,0,0
6454918283,2160042966721,2160044346122,2160155840245,1,1,100,1060,1,0,0,0
6454980388,2160045043373,2160046756869,2160440925969,2,1,20,311,52,0,0,0
6454980977,2160050923612,2160053898902,2160080131857,0,1,1,10,8,0,0,0
6454978636,2160050933091,2160053897461,2160480667801,2,1,100,3182,7,0,0,0
6454978798,2160050949708,2160053898544,2160151047716,2,1,110,3182,52,0,0,0
6454985320,2160063628371,2160065836636,2160178377343,1,1,100,829,12,0,0,0
6454985378,2160065093658,2160066558464,2160133673808,1,1,100,829,12,0,0,0
6454985424,2160065864298,2160067352701,2160154812256,1,1,100,829,12,0,0,0
6454980896,2160069095810,2160071008253,2160168517274,2,1,110,3182,52,0,0,0
6454985459,2160086981076,2160089233803,2160166938103,2,1,110,3182,52,0,0,0
6454986474,2160086991733,2160089233833,2160120062498,1,1,50,750,5,0,0,0
6454977133,2160094862552,2160096421749,2160146665904,0,1,1,311,3,0,0,0
6454987472,2160096451918,2160097962188,2160121504376,0,1,1,10,8,0,0,0
6454987242,2160104763942,2160106338631,2160209127885,2,1,110,3182,52,0,0,0
6454987653,2160120814731,2160122885308,2160206830958,2,1,110,3182,52,0,0,0
6454915279,2160141331780,2160142633962,2160163679169,1,1,10,2120,9,0,0,0
6454988992,2160141335807,2160142633974,2160175911164,1,1,50,299,35,0,0,0
6454990405,2160156637687,2160158061323,2160185429801,0,1,1,10,8,0,0,0
6454989459,2160158090081,2160160165606,2160230875708,2,1,110,3182,52,0,0,0
6454989781,2160158106411,2160160165660,2160245940468,2,1,110,3182,52,0,0,0
6454990488,2160175896906,2160178347482,2160292495469,2,1,110,3182,52,0,0,0
6454991124,2160175903636,2160178347522,2160285218406,2,1,110,3182,52,0,0,0
6454679072,2160208518619,2160211912300,2161192530505,1,1,40,2226,7,0,0,0
6454992604,2160208521477,2160211912319,2160292495991,2,1,110,3182,52,0,0,0
6454992867,2160208527428,2160211912374,2160292496504,2,1,110,3182,52,0,0,0
6454969805,2160226019058,2160228641905,2161040371956,1,1,10,186,9,0,0,0
6454993673,2160226025204,2160228641843,2160386841029,2,1,110,3182,52,0,0,0
6454994130,2160226034332,2160228641893,2160318976770,2,1,110,3182,52,0,0,0
6454679449,2160242550956,2160244128176,2162174797865,1,1,40,2226,7,0,0,0
6454994512,2160242559342,2160244128199,2160349471361,2,1,110,3182,52,0,0,0
6454996426,2160243210942,2160244951461,2161025645741,1,1,75,4240,1,0,0,0
6454949325,2160259769211,2160263849148,2160594357567,1,1,10,186,9,0,0,0
6454995086,2160259776544,2160263848059,2161177121234,2,1,100,3182,7,0,0,0
6454995088,2160259794061,2160263849592,2160708325023,2,1,20,311,9,0,0,0
6454996787,2160259802923,2160263849655,2160304380300,1,1,10,104,14,0,0,0
6454996815,2160259805901,2160263849122,2160935890012,1,1,10,1035,14,0,0,0
6454996879,2160259811507,2160263849667,2160524156784,1,1,80,466,14,0,0,0
6454996967,2160277044505,2160280854073,2161024389615,2,1,15,829,9,0,0,0
6454997201,2160277106946,2160280854000,2160360067225,2,1,110,3182,52,0,0,0
6455001281,2160277112256,2160280854048,2160367317719,2,1,110,3182,52,0,0,0
6454997134,2160280854078,2160281559614,2161024389611,0,14,210,2450,9,0,0,0
6455002550,2160291699729,2160293579660,2160314823448,0,1,1,10,8,0,0,0
6455001828,2160296132631,2160297852696,2160583173790,2,1,15,829,9,0,0,0
6455001592,2160296163066,2160297852629,2160381243138,2,1,110,3182,52,0,0,0
6455002220,2160296172201,2160297852670,2160642285666,2,1,50,311,14,0,0,0
6455002242,2160297852701,2160299224408,2160583173786,0,9,135,1183,9,0,0,0
6455003141,2160300019983,2160301511200,2160325523247,0,1,1,10,8,0,0,0
6455003266,2160301544143,2160303071477,2160325523450,0,1,20,10,15,0,0,0
6455003268,2160301558603,2160303071421,2160326860340,0,1,1,311,3,0,0,0
6455003427,2160305149876,2160306683521,2160633979843,2,1,15,415,62,0,0,0
6455003352,2160314034857,2160316330452,2160353952826,0,1,10,104,16,0,0,0
6454679268,2160314039919,2160316329932,2161128912747,1,1,40,2226,7,0,0,0
6455002514,2160314046748,2160316329951,2160407025913,2,1,110,3182,52,0,0,0
6455002702,2160314052808,2160316329992,2160918297681,2,1,100,311,14,0,0,0
6455003139,2160314058620,2160316330084,2160399877620,2,1,110,3182,52,0,0,0
6455003309,2160326860343,2160329460971,2160377052785,0,1,1,311,3,0,0,0
6455004688,2160328453934,2160330162063,2160429821032,2,1,110,3182,52,0,0,0
6455005585,2160344445633,2160345843794,2160373007418,0,1,1,10,8,0,0,0
6455005225,2160346645849,2160348753890,2160446142161,2,1,110,3182,52,0,0,0
6455007258,2160356020740,2160357227590,2160388479938,0,1,1,10,8,0,0,0
6455005588,2160363594812,2160366591620,2160476946447,2,1,110,3182,52,0,0,0
6455005615,2160363605470,2160366591662,2161109216919,2,1,100,3182,7,0,0,0
6455007184,2160363621317,2160366592745,2160466591371,2,1,110,3182,52,0,0,0
6455003311,2160377052788,2160378617400,2160441716481,0,1,1,311,3,0,0,0
6455012917,2160381206856,2160383988797,2160409292548,0,1,1,10,8,0,0,0
6455007422,2160381218274,2160383988815,2160494007565,2,1,110,3182,52,0,0,0
6455007621,2160381224530,2160383988850,2162157490802,2,1,100,3182,7,0,0,0
6455013142,2160384733764,2160389845012,2160528116304,1,1,25,1035,88,0,0,0
6455012743,2160398967173,2160402984980,2160545614644,2,1,110,3182,52,0,0,0
6455016963,2160398973199,2160402985041,2160549838669,2,1,110,3182,52,0,0,0
6455017382,2160400753633,2160404429013,2160515719792,1,1,25,1035,88,0,0,0
6455017694,2160405582314,2160406992487,2160708325226,2,1,15,311,18,0,0,0
6455017781,2160407869083,2160409254339,2160442886078,0,1,1,10,8,0,0,0
6455018442,2160427575412,2160433615835,2160576332716,1,1,25,1035,88,0,0,0
6455018480,2160428296535,2160433615852,2162057732764,2,1,22,518,110,0,0,0
6455017332,2160433678788,2160437139578,2160530708816,2,1,110,3182,52,0,0,0
6455020357,2160440908464,2160442491795,2160555963419,1,1,25,1035,88,0,0,0
6455020538,2160445256586,2160446989161,2160502434624,1,1,20,1035,88,0,0,0
6455020659,2160449748873,2160451276577,2160512690113,1,1,20,1035,88,0,0,0
6455020773,2160452919541,2160454725376,2160509028216,1,1,20,131,88,0,0,0
6455018401,2160454755386,2160464695785,2160545613905,2,1,110,3182,52,0,0,0
6455019931,2160454761754,2160464695825,2160610602429,2,1,110,3182,52,0,0,0
6455020359,2160454766801,2160464695871,2160610602006,2,1,110,3182,52,0,0,0
6455020388,2160454769666,2160464695883,2162896215730,1,1,10,363,14,0,0,0
6455020422,2160454772404,2160464695895,2161673484398,1,1,10,155,14,0,0,0
6455020491,2160454775677,2160464695914,2161039039241,1,1,10,311,14,0,0,0
6455021216,2160472569411,2160478558830,2160594357302,1,1,25,1035,88,0,0,0
6455022139,2160487789898,2160489188690,2160539020630,1,1,20,1035,88,0,0,0
6455022188,2160489208899,2160490756582,2160539020626,1,1,20,131,88,0,0,0
6455021257,2160498979853,2160500333793,2160595119013,2,1,110,3182,52,0,0,0
6455021902,2160498986048,2160500333822,2160866746568,1,1,20,622,19,0,0,0
6455022025,2160498989076,2160500333858,2160543574929,1,1,50,750,5,0,0,0
6455022046,2160498992384,2160500333872,2160531645987,1,1,50,149,20,0,0,0
6455022997,2160507358011,2160508997192,2160559607861,1,1,20,1035,88,0,0,0
6455023034,2160509020960,2160512257584,2160559607865,1,1,20,131,88,0,0,0
6455023127,2160514084623,2160515427299,2160580382261,1,1,20,1035,88,0,0,0
6455023182,2160515710987,2160517091572,2160580382257,1,1,20,131,88,0,0,0
6454678915,2160517119286,2160518714989,2161207918185,1,1,40,2226,7,0,0,0
6455022309,2160517122642,2160518715014,2161659674934,2,1,30,518,14,0,0,0
6455022340,2160517128047,2160518715096,2160764209521,2,1,110,3182,52,0,0,0
6455022555,2160517133750,2160518715131,2160764209527,2,1,110,3182,52,0,0,0
6455024172,2160530690184,2160532370106,2160551456964,0,1,1,10,8,0,0,0
6455023124,2160535132432,2160537160954,2160620245461,2,1,110,3182,52,0,0,0
6455023161,2160535139261,2160537160995,2162881901333,2,1,50,311,14,0,0,0
6455024064,2160535147475,2160537161046,2160630495154,2,1,110,3182,52,0,0,0
6455024793,2160542581533,2160544246145,2160900335004,1,1,50,259,21,0,0,0
6455025318,2160552201192,2160553661293,2160667372926,1,1,25,1035,88,0,0,0
6455024835,2160552213963,2160553660870,2161243418911,1,1,10,132,23,0,0,0
6454978021,2160569079983,2160570447683,2163287042517,1,1,100,1060,61,0,0,0
6455025352,2160569082499,2160570447719,2160689295753,2,1,110,3182,52,0,0,0
6455026254,2160575007067,2160576304188,2160708325969,1,1,25,1035,88,0,0,0
6455026864,2160588065868,2160589423713,2160732046972,1,1,25,1035,88,0,0,0
6455025952,2160588078048,2160589423462,2160664339142,2,1,110,3182,52,0,0,0
6455026011,2160588089374,2160589423503,2160851802257,1,1,50,1060,19,0,0,0
6455026234,2160588094949,2160589423538,2161021858474,2,1,15,518,14,0,0,0
6455026257,2160588100492,2160589423643,2160847340400,2,1,20,311,9,0,0,0
6455027589,2160591445088,2160592748906,2160615444910,0,1,1,10,8,0,0,0
6455027820,2160597949464,2160599291439,2160652107774,1,1,20,1035,88,0,0,0
6455027941,2160601772349,2160603185298,2160718865269,1,1,25,1035,88,0,0,0
6455027943,2160601778540,2160603185349,2160654275970,1,1,100,311,2,0,0,0
6455027947,2160601786202,2160603185308,2160626745282,0,1,1,311,3,0,0,0
6454949423,2160605446543,2160606920371,2160629775599,1,1,10,2120,9,0,0,0
6455026818,2160605513516,2160606920342,2160677976198,2,1,110,3182,52,0,0,0
6455028657,2160615441775,2160616853092,2160718121152,1,1,25,1035,88,0,0,0
6455028045,2160622609417,2160624786412,2161205699159,2,31,6200,164486,24,0,0,0
6455027920,2160622612102,2160624786365,2160801483550,2,1,110,3182,52,0,0,0
6455027945,2160622617266,2160624787369,2160668908925,1,1,10,104,4,0,0,0
6455028077,2160622620602,2160624787381,2160649501022,1,1,10,207,4,0,0,0
6455029959,2160624100456,2160625973299,2160689295608,1,1,20,1035,88,0,0,0
6455030204,2160626004139,2160627482189,2160688618437,1,1,20,219,88,0,0,0
6455030242,2160626731116,2160628177147,2160719699928,1,1,20,1035,88,0,0,0
6455027991,2160626745285,2160628177123,2160681284698,0,1,1,311,3,0,0,0
6455029806,2160642266684,2160646230613,2160753908586,2,1,110,3182,52,0,0,0
6455030348,2160642279288,2160646230667,2160742283020,2,1,110,3182,52,0,0,0
6455037035,2160649493032,2160653425399,2160682021051,0,1,1,10,8,0,0,0
6455037037,2160649497305,2160653425417,2160703869907,1,1,20,1035,88,0,0,0
6455037089,2160651072925,2160653425436,2160704639350,1,1,20,1035,88,0,0,0
